epoch,ade,fde,best_ade,train_loss,train_risk_score,compw_entropy_snapshot,risk_global_scale,risk_weight,compw_risk_min_dist,compw_risk_ttc,compw_risk_pet,compw_risk_overlap,compw_entropy,compw_max,risk_score,risk_scaled,summary_loss,compw_risk_min_dist_norm,compw_risk_ttc_norm,compw_risk_pet_norm,compw_risk_overlap_norm
11,,,,4.2451,-0.0579,1.3287,0.8284047842025757,0.055,0.3827986121177673,0.1478967666625976,0.259488970041275,0.2098156511783599,1.327950358390808,0.3827986121177673,-0.0388223378360271,-0.0341206419095397,,0.3827986121177674,0.14789676666259763,0.2594889700412751,0.20981565117835996
12,,,,4.371,-0.0464,1.3278,0.7032570242881775,0.06,0.3842939734458923,0.1484862118959427,0.2605113089084625,0.2067084610462188,1.3270113468170166,0.3842939734458923,-0.0396749197994358,-0.0306480799964629,,0.38429399062517244,0.14848621853379393,0.2605113205542261,0.20670847028680753
13,,,,3.8024,-0.1162,1.3268,0.6330233216285706,0.065,0.3857654929161072,0.1490674316883087,0.261518269777298,0.2036488354206085,1.3260300159454346,0.3857654929161072,-0.0245000615436583,-0.0164548221905715,,0.3857654814193999,0.14906742724575317,0.2615182619834464,0.20364882935140044
14,,,,3.8218,0.0035,1.3258,0.6185153722763062,0.07,0.3872125446796417,0.1496404260396957,0.262509822845459,0.2006371915340423,1.3250086307525637,0.3872125446796417,-0.0166381506994366,-0.0101548057235777,,0.3872125504495584,0.14964042826951185,0.2625098267571602,0.2006371945237695
15,,,,4.2299,0.1173,1.3249,0.5311457514762878,0.075,0.3886366486549377,0.1502056419849395,0.2634869813919067,0.1976707428693771,1.3239481449127195,0.3886366486549377,-0.0315958570851944,-0.0166226409957744,,0.3886366428638005,0.15020563974670106,0.2634869774656448,0.1976707399238536
16,,,,3.3604,0.0261,1.3237,0.4610689878463745,0.08,0.3900405764579773,0.1507637798786163,0.2644508779048919,0.1947448253631591,1.3228486776351929,0.3900405764579773,-0.0333277314994484,-0.0155035019572824,,0.3900405532097487,0.1507637708923953,0.2644508621423922,0.19474481375546365
17,,,,3.2791,-0.1057,1.3226,0.4138023257255554,0.085,0.3914247155189514,0.1513151675462722,0.26540207862854,0.1918580532073974,1.3217110633850098,0.3914247155189514,-0.0053927718102931,-0.0024250550195574,,0.3914247096862688,0.15131516529150055,0.26540207467374094,0.1918580503484897
18,,,,3.0121,0.0223,1.3215,0.3691908121109009,0.09,0.3927857875823974,0.1518587917089462,0.2663387656211853,0.1890167146921157,1.320539951324463,0.3927857875823974,-0.0119776713545434,-0.004619081528508,,0.39278576417054156,0.15185878265745745,0.2663387497461588,0.1890167034258423
19,,,,3.1643,-0.0852,1.3203,0.3550656139850616,0.095,0.3941274285316467,0.1523957252502441,0.2672627866268158,0.1862140297889709,1.319333791732788,0.3941274285316467,-0.0073895109281875,-0.0028439979051472,,0.3941274402775598,0.1523957297919908,0.2672627945918678,0.18621403533858163
20,,,,2.9935,-0.0844,1.3191,0.3654578626155853,0.1,0.3954489827156067,0.1529259085655212,0.2681744992733001,0.1834506094455719,1.3180948495864868,0.3954489827156067,0.0255665476014837,0.0097443547775037,3.3635,0.3954489827156067,0.1529259085655212,0.2681744992733001,0.1834506094455719
21,,,,3.1628,-0.0808,1.3179,0.349630057811737,0.105,0.3967498242855072,0.1534492075443267,0.2690728902816772,0.1807280480861663,1.3168253898620603,0.3967498242855072,-0.0227380658872425,-0.0081228168145753,,0.3967498361095739,0.15344921211746965,0.26907289830067455,0.18072805347228207
22,,,,3.4168,-0.0146,1.3167,0.3328285813331604,0.11,0.3980302214622497,0.1539655327796936,0.2699581682682037,0.1780460625886917,1.3155264854431152,0.3980302214622497,-0.0488331750745419,-0.016753643490083,,0.3980302273933623,0.15396553507395885,0.2699581722908939,0.17804606524178482
23,,,,2.9307,-0.0064,1.3153,0.3135508298873901,0.115,0.3992924094200134,0.1544756293296814,0.2708317935466766,0.1754001379013061,1.3141978979110718,0.3992924094200134,0.0062563055505233,0.0017893157589423,,0.3992924213198549,0.15447563393341404,0.2708318016180932,0.17540014312863772
24,,,,2.9758,0.0853,1.3139,0.3100857436656952,0.12,0.400536447763443,0.1549797058105468,0.271694153547287,0.1727896183729171,1.312840461730957,0.400536447763443,0.00804307510145,0.0028094926499761,,0.4005364776057362,0.15497971735743557,0.27169417379008043,0.17278963124674787
25,,,,2.7813,0.0706,1.3126,0.2920471131801605,0.125,0.4017613232135772,0.1554774194955825,0.2725441753864288,0.1702170222997665,1.3114571571350098,0.4017613232135772,0.0261323281098157,0.0075950345874298,,0.40176134716041967,0.15547742876275944,0.2725441916313286,0.1702170324454923
26,,,,2.6621,0.0242,1.3112,0.2645612359046936,0.13,0.402966558933258,0.1559685468673706,0.2733817100524902,0.1676831543445587,1.3100497722625732,0.402966558933258,-0.0205702165327966,-0.0056098860164638,,0.40296657094259763,0.15596855151559566,0.27338171819990026,0.16768315934190625
27,,,,2.9242,0.0592,1.3098,0.2537609338760376,0.135,0.4041540920734405,0.1564537733793258,0.2742080688476562,0.1651840955018997,1.3086175918579102,0.4041540920734405,0.0268976753391325,0.0068268909538164,,0.4041540800287104,0.15645376871664018,0.2742080606756192,0.16518409057903022
28,,,,2.807,-0.0366,1.3083,0.2423701286315918,0.14,0.405322790145874,0.1569328010082245,0.2750225663185119,0.1627218276262283,1.3071632385253906,0.405322790145874,-0.0551773453690111,-0.0134873933845665,,0.40532279618565437,0.15693280334670548,0.27502257041666756,0.16272183005097252
29,,,,2.8019,-0.0757,1.3069,0.2375916987657547,0.145,0.4064740836620331,0.1574058830738067,0.2758258283138275,0.1602941900491714,1.305686593055725,0.4064740836620331,-0.002085324631771,-0.0005756383901461,,0.40647408971896903,0.15740588541933717,0.2758258324239527,0.16029419243774098
30,,,,3.1377,-0.1258,1.3054,0.2393069416284561,0.15,0.4076056778430938,0.1578726917505264,0.2766167819499969,0.1579048037528991,1.3041915893554688,0.4076056778430938,-0.0268046465571387,-0.0062128299430332,2.8853,0.4076056960644885,0.15787269880798604,0.27661679431573133,0.15790481081179425
31,,,,2.7495,-0.0454,1.3039,0.2260660231113433,0.155,0.4087224900722503,0.1583343595266342,0.2773983776569366,0.1555447876453399,1.3026736974716189,0.4087224900722503,-0.0376000749785453,-0.0085779655171791,,0.40872248398181077,0.15833435716726846,0.27739837352337876,0.155544785327542
32,,,,2.7562,-0.0685,1.3025,0.2265219241380691,0.16,0.4098198711872101,0.1587897837162017,0.2781679034233093,0.15322245657444,1.3011398315429688,0.4098198711872101,-0.0234133054548874,-0.0055248678370844,,0.40981986508041823,0.15878978135004956,0.2781678992782846,0.1532224542912475
33,,,,2.6221,0.1101,1.3008,0.2129944264888763,0.165,0.4109032452106476,0.1592405289411544,0.2789286375045776,0.1509276330471038,1.2995840311050415,0.4109032452106476,0.0421201543882489,0.0093307542975526,,0.410903226841842,0.1592405218225484,0.2789286250354964,0.15092762630011317
34,,,,2.6249,-0.0646,1.2993,0.2099886387586593,0.17,0.4119666814804077,0.1596851199865341,0.2796768248081207,0.1486713737249374,1.298015832901001,0.4119666814804077,-0.0481810250412672,-0.0099335163854993,,0.4119666814804077,0.1596851199865341,0.2796768248081207,0.1486713737249374
35,,,,2.8439,0.1716,1.2977,0.2090616524219513,0.175,0.4130167067050934,0.1601250916719436,0.2804165780544281,0.1464416533708572,1.296425461769104,0.4130167067050934,0.0150535693885467,0.0029872236636583,,0.4130166943962367,0.16012508689984414,0.28041656969736306,0.14644164900655599
36,,,,2.4511,0.0686,1.2961,0.1915763467550277,0.18,0.4140344858169555,0.1605559885501861,0.2811371684074402,0.1442723274230957,1.2948455810546875,0.4140344858169555,0.0379813286708667,0.0076126015756744,,0.4140344981561451,0.1605559933351276,0.281137176785981,0.14427233172274626
37,,,,2.3343,-0.112,1.2946,0.1812063455581665,0.185,0.4148502945899963,0.1609388291835785,0.2817442119121551,0.1424666047096252,1.2935247421264648,0.4148502945899963,-0.015306970544625,-0.0029428509299759,,0.4148503193170022,0.16093883877628082,0.28174422870541976,0.14246661320129705
38,,,,3.0002,-0.0195,1.2934,0.1873373687267303,0.19,0.415241539478302,0.1612254232168197,0.2821151912212372,0.1414179354906082,1.2928051948547363,0.415241539478302,-0.0065305978059768,-0.0013136925501748,,0.41524150235281865,0.16122540880214487,0.2821151659981758,0.1414179228468606
39,,,,2.4727,-0.0371,1.2927,0.1794935464859008,0.195,0.4154151678085327,0.1614678353071212,0.2823691964149475,0.1407477706670761,1.2924073934555054,0.4154151678085327,-0.0415352649195119,-0.0074763921432895,,0.41541518018886986,0.16146784011923784,0.2823692048302056,0.1407477748616867
40,,,,2.6117,-0.117,1.2924,0.1746496856212616,0.2,0.4155264496803283,0.1617034822702407,0.2825942039489746,0.1401758342981338,1.2920947074890137,0.4155264496803283,0.0261589244171045,0.0046051294280914,2.4763,0.41552646206398197,0.16170348708938018,0.2825942123709385,0.14017583847569937
41,,,,2.5296,0.0026,1.2921,0.175581082701683,0.2,0.4154464900493622,0.1619036793708801,0.2827187776565552,0.1399310678243637,1.292063593864441,0.4154464900493622,-0.0277058643678901,-0.0048646630786242,,0.4154464838587272,0.1619036769583273,0.28271877344371715,0.13993106573922834
42,,,,2.5182,-0.0321,1.292,0.1702962964773178,0.2,0.4154428541660309,0.1621314287185669,0.2828936278820038,0.139532133936882,1.291912317276001,0.4154428541660309,-0.0083760634250938,-0.0014735175785608,,0.4154428355942889,0.16213142147072757,0.2828936152356737,0.1395321276993098
43,,,,2.6206,0.093,1.2919,0.1757526248693466,0.2,0.4152881503105163,0.1623339354991912,0.2829908430576324,0.1393870562314987,1.2919785976409912,0.4152881503105163,-0.0028332079946994,-0.0005556662520393,,0.41528815649879214,0.16233393791815542,0.28299084727452467,0.13938705830852774
44,,,,2.5559,0.0537,1.292,0.1712648570537567,0.2,0.4150861203670501,0.1625367105007171,0.2830698490142822,0.139307290315628,1.2921124696731567,0.4150861203670501,0.0285554093727841,0.0051213551941327,,0.41508613273758094,0.16253671534468875,0.28306985745042146,0.13930729446730894
45,,,,2.3777,0.0589,1.2921,0.169182687997818,0.2,0.4148978590965271,0.1627543121576309,0.2831652164459228,0.1391826122999191,1.292216181755066,0.4148978590965271,-0.020660571657354,-0.0033995885608601,,0.4148978590965271,0.1627543121576309,0.2831652164459228,0.1391826122999191
46,,,,2.4277,-0.0379,1.2923,0.1885753870010376,0.2,0.4146894216537475,0.162979856133461,0.2832584679126739,0.1390722095966339,1.2923434972763062,0.4146894216537475,0.0460017549060285,0.0085262078978121,,0.4146894401918101,0.16297986341922865,0.2832584805753147,0.13907221581364643
47,,,,2.4834,-0.1059,1.2924,0.180545836687088,0.2,0.4144322574138641,0.1632062792778015,0.283332884311676,0.1390285044908523,1.2925344705581665,0.4144322574138641,-0.0420576262846589,-0.0079428343242034,,0.4144322882914757,0.1632062914376178,0.2833329054216225,0.13902851484928386
48,,,,2.344,-0.0607,1.2926,0.1817125976085662,0.2,0.4141887724399566,0.1634493321180343,0.2834251224994659,0.1389368176460266,1.292696475982666,0.4141887724399566,-0.000482680723071,-3.072832594625874e-05,,0.41418875392427656,0.16344932481128013,0.2834251098293762,0.13893681143506717
49,,,,2.7191,0.1028,1.2927,0.1804283708333969,0.2,0.4139557480812073,0.1637086570262909,0.2835334241390228,0.1388022303581237,1.2928285598754885,0.4139557480812073,-0.008520551030524,-0.0017090883688069,,0.4139557234075234,0.16370864726849513,0.2835334072391148,0.13880222208486656
50,,,,2.2922,0.0619,1.2929,0.1745330244302749,0.2,0.413661926984787,0.1639676392078399,0.2836171388626098,0.138753280043602,1.2930492162704468,0.413661926984787,-0.0646600385941565,-0.0112506999151082,2.4,0.41366193314883015,0.16396764165114816,0.28361714308883457,0.138753282111187
51,,,,2.2622,-0.0308,1.2931,0.1693794280290603,0.2,0.4133611917495727,0.1642400622367859,0.283707708120346,0.1386909782886505,1.2932651042938232,0.4133611917495727,0.0134503593551926,0.0022426955989794,,0.41336121638782114,0.16424007202625704,0.2837077250306442,0.1386909865552775
52,,,,2.6582,0.0467,1.2933,0.1795992851257324,0.2,0.4129946231842041,0.1645119488239288,0.2837710678577423,0.1387224048376083,1.2935727834701538,0.4129946231842041,0.0406132994819199,0.0071902346267597,,0.4129946047219066,0.16451194146967194,0.2837710551721876,0.13872239863623384
53,,,,2.4121,0.0128,1.2936,0.1664108633995056,0.2,0.4126531779766083,0.1648068279027938,0.2838612496852875,0.1386787444353103,1.2938299179077148,0.4126531779766083,-0.0423001448903232,-0.0073007621639408,,0.4126531779766084,0.16480682790279383,0.28386124968528753,0.13867874443531034
54,,,,2.1761,-0.0699,1.2939,0.1652655899524688,0.2,0.4123532772064209,0.1651304066181183,0.2839890718460083,0.1385273039340973,1.2940162420272827,0.4123532772064209,-0.0127954651322215,-0.0021190260653384,,0.41235325262825173,0.16513039677557964,0.28398905491894155,0.13852729567722705
55,,,,2.3449,0.0308,1.294,0.1619763672351837,0.2,0.4119511842727661,0.1654431819915771,0.2840667068958282,0.1385390013456344,1.294336199760437,0.4119511842727661,0.0343223299458623,0.0056547793699428,,0.4119511535800134,0.1654431696651004,0.2840666857312108,0.13853899102367523
56,,,,2.2997,0.0493,1.2944,0.1600826531648636,0.2,0.4115385413169861,0.1657725423574447,0.2841517329216003,0.1385371387004852,1.2946654558181765,0.4115385413169861,-0.0300854608416557,-0.0047665214049629,,0.41153855971419334,0.16577254976805517,0.28415174562417317,0.13853714489357818
57,,,,2.2746,0.0093,1.2947,0.1630243211984634,0.2,0.4111189246177673,0.1661197394132614,0.284246414899826,0.1385149359703064,1.2949992418289185,0.4111189246177673,0.0131001148372888,0.0020724082156084,,0.411118918491618,0.16611973693788443,0.2842464106642244,0.13851493390627304
58,,,,2.3298,0.1142,1.295,0.1609716117382049,0.2,0.4106605052947998,0.1664758622646331,0.2843306362628937,0.1385330110788345,1.2953639030456543,0.4106605052947998,-0.0032331797666847,-0.000494774072431,,0.4106604991754816,0.16647585978394952,0.28433063202603714,0.13853300901453183
59,,,,2.1461,-0.1091,1.2954,0.154241532087326,0.2,0.410192459821701,0.1668516546487808,0.2844245135784149,0.1385314166545868,1.2957355976104736,0.410192459821701,-0.0576927593971413,-0.0090739950036186,,0.41019244148466993,0.16685164718993092,0.2844245008636489,0.13853141046175016
60,,,,2.3932,0.1014,1.2958,0.1688314974308014,0.2,0.4097070693969726,0.1672438383102417,0.2845224440097809,0.1385266929864883,1.2961182594299316,0.4097070693969726,0.0468216629698872,0.0073492557027202,2.4677,0.4097070510816402,0.16724383083385985,0.28452243129063703,0.13852668679386282
61,,,,2.243,0.0597,1.2962,0.1618524193763733,0.2,0.4092327952384949,0.1676609367132187,0.284642606973648,0.1384636163711547,1.2964667081832886,0.4092327952384949,-0.0647344124130904,-0.0106100329314358,,0.4092328135326273,0.16766094420824698,0.28464261969816473,0.138463622560961
62,,,,2.1915,-0.0939,1.2965,0.154924601316452,0.2,0.4086810350418091,0.1680780053138733,0.2847281098365783,0.1385128796100616,1.2969213724136353,0.4086810350418091,-0.0157491543702781,-0.0024901360849617,,0.4086810228621655,0.16807800030475853,0.28472810135101967,0.1385128754820562
63,,,,2.1226,0.023,1.297,0.1499273926019668,0.2,0.4081371128559112,0.1685207337141037,0.2848351597785949,0.1385070383548736,1.2973459959030151,0.4081371128559112,0.0302214115357492,0.0045199668966233,,0.4081370946107613,0.16852072618064018,0.2848351470454716,0.13850703216312676
64,,,,2.1469,-0.0864,1.2974,0.1555445194244384,0.2,0.4075205624103546,0.1689682751893997,0.2849122583866119,0.1385989040136337,1.2978702783584597,0.4075205624103546,-0.0714947610720992,-0.0106251137075014,,0.4075205624103546,0.1689682751893997,0.2849122583866119,0.1385989040136337
65,,,,2.171,0.0842,1.2979,0.1535536795854568,0.2,0.406949907541275,0.1694522947072982,0.285035490989685,0.1385622918605804,1.2982969284057615,0.406949907541275,0.0322694769548252,0.0050013762625167,,0.40694991360530136,0.16945229723233424,0.2850354952370449,0.1385622939253195
66,,,,2.2681,0.039,1.2984,0.1579459011554718,0.2,0.4062635600566864,0.1699299365282058,0.2851001322269439,0.1387063264846801,1.2988920211791992,0.4062635600566864,0.0344442541955504,0.0053032574005919,,0.40626357821808373,0.1699299441246663,0.28510014497191366,0.13870633268533641
67,,,,2.1904,-0.0653,1.299,0.1586268991231918,0.2,0.4056062400341034,0.1704449653625488,0.2852040529251098,0.1387447118759155,1.2994219064712524,0.4056062400341034,0.0008224961021915,0.0001475725701311,,0.40560625212211165,0.17044497044220475,0.2852040614248532,0.13874471601083024
68,,,,2.1999,-0.0993,1.2995,0.1559136658906936,0.2,0.4048910140991211,0.1709698587656021,0.2852862775325775,0.1388528645038604,1.3000156879425049,0.4048910140991211,-0.0203544960162253,-0.0032452750646916,,0.40489100806577494,0.17096985621795271,0.28528627328148076,0.1388528624347915
69,,,,2.097,-0.0435,1.3001,0.152595654129982,0.2,0.4041593968868255,0.1715224981307983,0.2853792905807495,0.1389388740062713,1.3006160259246826,0.4041593968868255,0.0146886693779379,0.0021951398334931,,0.4041593727970497,0.17152248790726138,0.2853792735708193,0.1389388657248696
70,,,,2.2937,-0.1135,1.3007,0.1541341096162796,0.2,0.4035485386848449,0.1721350401639938,0.2855729162693023,0.1387434750795364,1.3009974956512451,0.4035485386848449,-0.044306450492586,-0.0068584073292731,2.2261,0.403548550711529,0.17213504529401796,0.28557292478003876,0.13874347921441435
71,,,,2.1404,0.038,1.3011,0.1561118364334106,0.2,0.4028639197349548,0.1727414578199386,0.2857248187065124,0.138669803738594,1.3014888763427734,0.4028639197349548,0.0261105423164553,0.0039393327460857,,0.4028639197349549,0.17274145781993863,0.28572481870651245,0.13866980373859403
72,,,,2.1728,0.076,1.3016,0.151739165186882,0.2,0.4020977020263672,0.1733454912900924,0.285833328962326,0.1387234628200531,1.302090406417847,0.4020977020263672,-0.0182599710486829,-0.00275408024434,,0.40209770801808997,0.17334549387314155,0.28583333322157456,0.1387234648871938
73,,,,2.1145,0.0353,1.3022,0.1535749733448028,0.2,0.4012700319290161,0.173960343003273,0.2859169542789459,0.1388527154922485,1.302775502204895,0.4012700319290161,-0.0227774921653326,-0.0034898942992731,,0.4012700139908486,0.17396033522664003,0.2859169414974626,0.1388527092850487
74,,,,2.2196,0.0694,1.3028,0.1519841104745865,0.2,0.4004712104797363,0.1746119707822799,0.2860395610332489,0.138877272605896,1.303389310836792,0.4004712104797363,0.0295748770004138,0.0044910171144874,,0.4004712045122503,0.17461196818035882,0.28603955677092735,0.1388772705364634
75,,,,2.1121,0.0159,1.3034,0.1498701572418213,0.2,0.3997746109962463,0.1753111481666565,0.2862477302551269,0.1386665850877761,1.3038060665130615,0.3997746109962463,0.0041494392463937,0.0006575413397513,,0.3997745812107189,0.17531113510495908,0.28624770892801066,0.1386665747563112
76,,,,2.4987,-0.0975,1.3039,0.1566783040761947,0.2,0.3989618718624115,0.1759952157735824,0.2863828837871551,0.1386600583791732,1.3044068813323977,0.3989618718624115,-0.01502879277803,-0.0023198005382437,,0.3989618599724215,0.1759952105285164,0.28638287525228034,0.13866005424678154
77,,,,2.305,-0.0549,1.3045,0.1540473848581314,0.2,0.3981095552444458,0.1766864657402038,0.2865003049373626,0.1387036889791488,1.305060625076294,0.3981095552444458,-0.0439031721651554,-0.0069557308848015,,0.39810954931215126,0.17668646310737032,0.28650030066817544,0.1387036869123028
78,,,,2.05,-0.0105,1.3051,0.1537869870662689,0.2,0.3972496390342712,0.1773978769779205,0.2866258323192596,0.1387267261743545,1.3056950569152832,0.3972496390342712,-0.0004625708982348,-9.086365927942124e-05,,0.39724960943686893,0.17739786376074973,0.2866258109639726,0.13872671583840876
79,,,,2.1317,0.0898,1.3058,0.1508446037769317,0.2,0.3962735831737518,0.1781018376350402,0.2866796851158142,0.1389448195695877,1.3065063953399658,0.3962735831737518,-0.026678245011717,-0.0040019457403104,,0.3962736126984367,0.17810185090466216,0.2866797064751168,0.13894482992178425
80,,,,2.2625,-0.0071,1.3066,0.1480902880430221,0.2,0.3953463137149811,0.1788556724786758,0.2867937982082367,0.139004185795784,1.3072129487991333,0.3953463137149811,0.0522591901198029,0.0079747319687157,2.1187,0.3953463254972197,0.17885567780899037,0.2867938067553582,0.13900418993843167
81,,,,2.1576,-0.0461,1.3073,0.1512065380811691,0.2,0.3944193124771118,0.1796324104070663,0.2869218587875366,0.1390264183282852,1.307883381843567,0.3944193124771118,-0.0119269521627575,-0.0017570387793239,,0.3944193124771118,0.1796324104070663,0.2869218587875366,0.1390264183282852
82,,,,2.04,0.0015,1.308,0.1460385471582412,0.2,0.3934331238269806,0.1804153025150299,0.2870174050331116,0.1391341239213943,1.3086388111114502,0.3934331238269806,-0.0007471904344856,-0.0001463456451892,,0.39343314141481256,0.18041531058022278,0.28701741786379,0.1391341301411746
83,,,,2.1047,0.01,1.3088,0.1588679254055023,0.2,0.3926241397857666,0.1812658309936523,0.2872613072395324,0.138848677277565,1.3090789318084717,0.3926241397857666,0.0147813398545258,0.0018585708098544,,0.39262415733743417,0.18126583909686675,0.2872613200811141,0.13884868348458484
84,,,,2.1769,-0.0827,1.3092,0.1510847061872482,0.2,0.3916359841823578,0.1820546686649322,0.2873526513576507,0.138956606388092,1.309826135635376,0.3916359841823578,0.0004871194995939,-6.17196212988358e-05,,0.3916360191973465,0.18205468494188942,0.28735267704898204,0.13895661881178187
85,,,,2.0931,-0.0507,1.31,0.1465700417757034,0.2,0.3905591070652008,0.1828441172838211,0.2873879075050354,0.1392088085412979,1.3106993436813354,0.3905591070652008,-0.1045130801293999,-0.0154955383081687,,0.39055913034433903,0.1828441281821804,0.28738792463469054,0.13920881683879
86,,,,2.0789,0.0344,1.3109,0.1435007005929947,0.2,0.3895140886306762,0.1836844235658645,0.2874753773212433,0.1393261551856994,1.311481475830078,0.3895140886306762,0.0341611830645706,0.0049961234039074,,0.38951407121804044,0.1836844153545313,0.2874753644700931,0.13932614895733522
87,,,,2.144,0.0294,1.3116,0.1508970558643341,0.2,0.3885934948921203,0.1845778971910476,0.2876733839511871,0.1391552090644836,1.3120346069335938,0.3885934948921203,0.0497381228953599,0.0073547602398321,,0.3885935006826148,0.1845778999414727,0.28767338823785465,0.13915521113805784
88,,,,2.0315,-0.0296,1.3122,0.1441478580236435,0.2,0.3876933455467224,0.1854594945907592,0.2878699004650116,0.1389772593975067,1.3125759363174438,0.3876933455467224,-0.1076440279372036,-0.0157608412310946,,0.38769334554672247,0.18545949459075922,0.28786990046501165,0.13897725939750674
89,,,,2.0032,0.1128,1.3126,0.1437547951936721,0.2,0.3867329061031341,0.1863091886043548,0.2880022823810577,0.1389555782079696,1.313204646110535,0.3867329061031341,0.0221963638439774,0.0031321356695843,,0.38673292339144305,0.18630919693302497,0.28800229525576365,0.13895558441976832
90,,,,2.1161,-0.05,1.3133,0.1427616775035858,0.2,0.3856272995471954,0.1871297508478164,0.2880197465419769,0.1392231881618499,1.314078688621521,0.3856272995471954,0.0079832743760198,0.0011618094763252,2.0564,0.38562730529349015,0.1871297536362671,0.2880197508338057,0.13922319023643714
91,,,,2.0176,-0.2218,1.3142,0.1413233578205108,0.2,0.3844966888427734,0.1879862546920776,0.2880416214466095,0.1394754201173782,1.3149683475494385,0.3844966888427734,0.0011882101534865,7.135198742616811e-05,,0.38449669457222063,0.18798625749329115,0.28804162573876424,0.13947542219572398
92,,,,2.1983,-0.0114,1.3151,0.1490744650363922,0.2,0.3833906054496765,0.1888760179281234,0.2880979478359222,0.1396353244781494,1.3157685995101929,0.3833906054496765,0.0043399179913103,0.0005930162896402,,0.38339064544043727,0.18887603762942942,0.2880979778868831,0.1396353390432503
93,,,,2.0811,0.119,1.3158,0.143450379371643,0.2,0.3823933601379394,0.1898090094327926,0.288251519203186,0.1395460814237594,1.316388487815857,0.3823933601379394,0.0169771496532484,0.0025382721065398,,0.38239337153415004,0.18980901508954212,0.288251527793751,0.13954608558255688
94,,,,2.0792,0.0415,1.3165,0.142563134431839,0.2,0.3815105855464935,0.1907587498426437,0.2884845733642578,0.1392460614442825,1.3168046474456787,0.3815105855464935,0.07347433750052,0.0104645683540002,,0.38151059691639533,0.19075875552769767,0.28848458196176835,0.13924606559413866
95,,,,2.0808,-0.1044,1.317,0.1514982879161834,0.2,0.380448579788208,0.1916341781616211,0.2885440587997436,0.1393731832504272,1.3175525665283203,0.380448579788208,-0.0431494752224534,-0.0061716693942435,,0.380448579788208,0.1916341781616211,0.2885440587997436,0.1393731832504272
